epid,mep,country,group,dossier,title,lobbyists,committees,location,role,date
125020,Paul TANG,Netherlands,S&D,,Fight tax evasion and taxation,European Tax Adviser Federation AISBL – ETAF,,Virtual,Member,25/5/2020
125020,Paul TANG,Netherlands,S&D,,In gesprek met mensen ihkv de Dag van Europa,Liaisonbureau EP Den Haag,,Virtueel,Member,9/5/2020
125020,Paul TANG,Netherlands,S&D,['Opinie LIBE: Wet inzake digitale diensten: de werking van de eengemaakte markt verbeteren” (2020/2018(INL))'],Digital Services Act,De Brauw Blackstone,['LIBE'],Virtual,Rapporteur,28/4/2020
125020,Paul TANG,Netherlands,S&D,,Spreker voor studenten van seminar Bas Jacobs,EUR,,Virtual,Member,14/4/2020
125020,Paul TANG,Netherlands,S&D,,People and Planet: Sustainable Finance,Change Finance,,Virtual,Member,27/3/2020
125020,Paul TANG,Netherlands,S&D,['Opinie LIBE: Wet inzake digitale diensten: de werking van de eengemaakte markt verbeteren” (2020/2018(INL))'],Digital Services Act,EDRi,['LIBE'],Brussel,Rapporteur,3/3/2020
125020,Paul TANG,Netherlands,S&D,,Speaker on Fair taxation in a mobile world,Ifo Institute – Leibniz Institute for Economic Research,,Brussel,Member,2/3/2020
125020,Paul TANG,Netherlands,S&D,,General taxation,Triodos,,Brussel,Member,20/2/2020
125020,Paul TANG,Netherlands,S&D,,Speaker op event 'Tax Day' over Tax Agenda,Accountancy Europe,,Brussel,Member,19/2/2020
125020,Paul TANG,Netherlands,S&D,,"Lezing voor studenten over tax, sustainable finance en digital",Thorbecke Academie,,Leeuwarden,Member,14/2/2020
125020,Paul TANG,Netherlands,S&D,,Speaker politico finance 2020 event sustainable finance future global payments,Politico,,Paris,Member,6/2/2020
125020,Paul TANG,Netherlands,S&D,,Speaker on event on digital transformation,Transatlantic Policy Network,,Brussel,Member,5/2/2020
125020,Paul TANG,Netherlands,S&D,,Bijpraten,VNO-NCW,,Brussel,Member,29/1/2020
125020,Paul TANG,Netherlands,S&D,,Digitale Dienstenbelasting,German Marshall Fund,,Brussel,Member,28/1/2020
125020,Paul TANG,Netherlands,S&D,,Speaker on panel sustainable finance future developments on the strategy for corporate disclosure and green finance,AmCham,,Brussel,Member,28/1/2020
125020,Paul TANG,Netherlands,S&D,,Kennismakingsgesprekken over digitale ontwikkelingen,Rathenau Instituut,,Den Haag,Member,24/1/2020
125020,Paul TANG,Netherlands,S&D,,Kennismakingsgesprekken over digitale ontwikkelingen,de brauw blackstone,,Amsterdam,Member,24/1/2020
125020,Paul TANG,Netherlands,S&D,,Good governance/anti-corruption,Transparancy International Europe,,Brussel,Member,22/1/2020
125020,Paul TANG,Netherlands,S&D,,Nieuwjaarsreceptie,VNO-NCW,,Brussel,Member,21/1/2020
125020,Paul TANG,Netherlands,S&D,,Avond van het Blik,Trivium en Stichting Kringloop Blik,,Deventer,Member,20/1/2020
125020,Paul TANG,Netherlands,S&D,,"Banking Union, Capital Markets Union",Justus Lipsius,,Brussel,Member,10/12/2019
125020,Paul TANG,Netherlands,S&D,,Securitisation en capital markets union,PGGM,,Brussel,Member,10/12/2019
125020,Paul TANG,Netherlands,S&D,,Sustainability and finance agenda,FleishmanHillard,,Brussel,Member,4/12/2019
125020,Paul TANG,Netherlands,S&D,,Host van de European gambling regulators meeting 2019,European Gaming and Betting Association (EGBA),,Brussel,Member,2/12/2019
125020,Paul TANG,Netherlands,S&D,['ONTWERPAANBEVELING VOOR DE TWEEDE LEZING over het standpunt van de Raad in eerste lezing met het oog op de vaststelling van een verordening van het Europees Parlement en de Raad betreffende de totstandbrenging van een kader ter bevordering van duurzame beleggingen en tot wijziging van Verordening (EU) 2019/2088)'],Spreker over Advocacy and implementation around mandatory investor human rights due diligence (mHRDD),UN Forum on Business and human rights,['ECON'],Geneve,Shadow rapporteur,25/11/2019
125020,Paul TANG,Netherlands,S&D,,General digital,Bits of Freedom,,Amsterdam,Member,22/11/2019
125020,Paul TANG,Netherlands,S&D,['ONTWERPAANBEVELING VOOR DE TWEEDE LEZING over het standpunt van de Raad in eerste lezing met het oog op de vaststelling van een verordening van het Europees Parlement en de Raad betreffende de totstandbrenging van een kader ter bevordering van duurzame beleggingen en tot wijziging van Verordening (EU) 2019/2088)'],Spreker in panel over sustainable finance EFAMA's 2019 Investment Management Forum,BNP Paribas,['ECON'],Brussel,Shadow rapporteur,21/11/2019
125020,Paul TANG,Netherlands,S&D,,Gambling regulations,EGBA,,Brussel,Member,19/11/2019
125020,Paul TANG,Netherlands,S&D,['ONTWERPAANBEVELING VOOR DE TWEEDE LEZING over het standpunt van de Raad in eerste lezing met het oog op de vaststelling van een verordening van het Europees Parlement en de Raad betreffende de totstandbrenging van een kader ter bevordering van duurzame beleggingen en tot wijziging van Verordening (EU) 2019/2088)'],"Spreker in Sustainable Finance Panel, jaarlijkse conferentie Finance Watch",Finance Watch,['ECON'],Brussel,Shadow rapporteur,19/11/2019
125020,Paul TANG,Netherlands,S&D,,"Spreker over “Climate change, digitalisation and competitiveness – what's in it for the financial sector”","German Economic Institute, Association of German Banks",,Brussel,Member,19/11/2019
125020,Paul TANG,Netherlands,S&D,['ONTWERPAANBEVELING VOOR DE TWEEDE LEZING over het standpunt van de Raad in eerste lezing met het oog op de vaststelling van een verordening van het Europees Parlement en de Raad betreffende de totstandbrenging van een kader ter bevordering van duurzame beleggingen en tot wijziging van Verordening (EU) 2019/2088'],Taxonomy,Mirova,['ECON'],Brussel,Shadow rapporteur,15/11/2019
125020,Paul TANG,Netherlands,S&D,,General digital,Facebook,,Brussel,Member,6/11/2019
125020,Paul TANG,Netherlands,S&D,,Spreker panel over Capital Markets Union,ECMI,,Brussel,Member,6/11/2019
125020,Paul TANG,Netherlands,S&D,,Spreker op conferentie Banking and Human Rights,Nederlandse Vereniging van Banken,,Amsterdam,Member,5/11/2019
125020,Paul TANG,Netherlands,S&D,,Aanwezig bij industrietafel VNO-NCW over Green Deal,VNO-NCW,,Brussel,Member,4/11/2019
125020,Paul TANG,Netherlands,S&D,,Geneesmiddelenbeleid,Wemos Health Unlimited,,Amsterdam,Member,28/10/2019
125020,Paul TANG,Netherlands,S&D,,The Price of Bribe - lezing op event Raam op Rusland,"RoR: podium voor kennis, analyse en debat",,Amsterdam,Member,16/10/2019
125020,Paul TANG,Netherlands,S&D,,Keynote speech op congres over green finance,CIty of London Corporation,,Brussel,Member,15/10/2019
125020,Paul TANG,Netherlands,S&D,['ONTWERPAANBEVELING VOOR DE TWEEDE LEZING over het standpunt van de Raad in eerste lezing met het oog op de vaststelling van een verordening van het Europees Parlement en de Raad betreffende de totstandbrenging van een kader ter bevordering van duurzame beleggingen en tot wijziging van Verordening (EU) 2019/2088)'],Tax transparency and Tax justice,"Oxfam, Eurodad, Transparancy international",['ECON'],Brussel,Shadow rapporteur,8/10/2019
125020,Paul TANG,Netherlands,S&D,,Taxonomy presentatie,"Greenpeace, Milieudefensie",,Den Haag,Member,7/10/2019
125020,Paul TANG,Netherlands,S&D,,Spreker op congres on banking ‘Collaboration in banking ecosystems’,EY,,Amsterdam,Member,3/10/2019
125020,Paul TANG,Netherlands,S&D,,Taxonomy,Goede doelen loterij,,Brussel,Member,1/10/2019
125020,Paul TANG,Netherlands,S&D,,Taxonomy,AEGON,,Brussel,Member,1/10/2019
125020,Paul TANG,Netherlands,S&D,,General digital,ITI Europe,,Brussel,Member,24/9/2019
125020,Paul TANG,Netherlands,S&D,,General tax,European Tax Advisor Federation,,Brussel,Member,24/9/2019
125020,Paul TANG,Netherlands,S&D,,Spreker op LOF congres Digitax,Landelijk Overleg Fiscalisten (LOF),,Groningen,Member,20/9/2019
125020,Paul TANG,Netherlands,S&D,,Sustainable finance intergroup with NGO's,Several NGO's,,Brussel,Member,5/9/2019
125020,Paul TANG,Netherlands,S&D,,Betere financiele regelgeving,MIlieudefensie,,Amsterdam,Member,21/8/2019
96756,Sabine VERHEYEN,Germany,EPP,['no specific report'],Media Policy,Gilde Kino AG,['CULT'],Telephone call,Committee chair,20/4/2020
96756,Sabine VERHEYEN,Germany,EPP,['Erasmus+'],Erasmus+,"National Students Union of Ireland, Northern Ireland and UK",['CULT'],Place du Luxembourg,Committee chair,5/3/2020
96756,Sabine VERHEYEN,Germany,EPP,['AVMS'],Media Policy,Society of Audiovisual Authors,['CULT'],Place du Luxembourg,Committee chair,3/3/2020
96756,Sabine VERHEYEN,Germany,EPP,['AVMS'],Media Policy,ZDF,['CULT'],European Parliament,Committee chair,17/2/2020
96756,Sabine VERHEYEN,Germany,EPP,['no specific report'],Academic Publishing,Börsenverein dt. Buchhandel,['CULT'],European Parliament,Committee chair,5/2/2020
96756,Sabine VERHEYEN,Germany,EPP,['no specific report'],Arts&Culture,Bundesverband freie darstellende Künste,['CULT'],Berlin,Committee chair,18/1/2020
96756,Sabine VERHEYEN,Germany,EPP,['Discover EU'],Discover EU,EURail,['CULT'],European Parliament,Committee chair,15/1/2020
96756,Sabine VERHEYEN,Germany,EPP,['Copyright'],Academic Publishing,Taylor&Francis,['CULT'],European Parliament,Committee chair,9/1/2020
96756,Sabine VERHEYEN,Germany,EPP,['no specific report'],Media Policy,ISFE,['CULT'],European Parliament,Committee chair,9/1/2020
96756,Sabine VERHEYEN,Germany,EPP,['Copyright'],Sports Policy,DFB,['CULT'],European Parliament,Committee chair,8/1/2020
96756,Sabine VERHEYEN,Germany,EPP,['Erasmus+'],Education policy,ETUCE,['CULT'],European Parliament,Committee chair,10/12/2019
96756,Sabine VERHEYEN,Germany,EPP,['Erasmus+'],Erasmus+,DT./FR. Jugendwerk,['CULT'],European Parliament,Committee chair,4/12/2019
96756,Sabine VERHEYEN,Germany,EPP,['Erasmus+'],Erasmus+,BAGFW,['CULT'],European Parliament,Committee chair,3/12/2019
96756,Sabine VERHEYEN,Germany,EPP,['AVMS'],Media Policy,Constantin Film,['CULT'],Munich,Committee chair,2/12/2019
96756,Sabine VERHEYEN,Germany,EPP,['MFF'],MFF,Euranet+,['CULT'],European Parliament,Committee chair,19/11/2019
96756,Sabine VERHEYEN,Germany,EPP,['Digital Services Act'],Media Policy,Deutsche Welle,['CULT'],European Parliament,Committee chair,14/11/2019
96756,Sabine VERHEYEN,Germany,EPP,['no specific report'],Situation of Creators,Bundesverband Musikindustrie,['CULT'],EP,Committee chair,22/10/2019
96756,Sabine VERHEYEN,Germany,EPP,['no specific report'],Cultural and Creative Industries,CICI - Representatives Cultural and Creative Industries,['CULT'],Eccetera,Committee chair,16/10/2019
96756,Sabine VERHEYEN,Germany,EPP,['no specific report'],Cultural Diplomacy,Anna lindth Foundation,['CULT'],EP,Committee chair,16/10/2019
96756,Sabine VERHEYEN,Germany,EPP,['no specific report'],Rundfunk- und Medienpolitik,Programmbeirat ARD,['CULT'],EP,Committee chair,16/10/2019
96756,Sabine VERHEYEN,Germany,EPP,['Budget'],Budget,Euronews,['CULT'],European parliament,Committee chair,15/10/2019
96756,Sabine VERHEYEN,Germany,EPP,['no specific report'],Cultural and Creative industries,Spotify,['CULT'],European Parliament,Committee chair,15/10/2019
96756,Sabine VERHEYEN,Germany,EPP,['no specific report'],fight against fake news - best practices,Latvian and Norwegian Encyclopedia representatives,['CULT'],European parliament,Committee chair,9/10/2019
96756,Sabine VERHEYEN,Germany,EPP,['no specific report'],Taxes on books and e-books,Dt. Bibliothekenverband,['CULT'],European parliament,Committee chair,8/10/2019
96756,Sabine VERHEYEN,Germany,EPP,['no specific report'],Media policy and quality content/Journalism - Europe in the World,Dt. Welle,['CULT'],European parliament,Committee chair,23/9/2019
96756,Sabine VERHEYEN,Germany,EPP,['no specific report'],Media policy,ARD,['CULT'],European parliament,Committee chair,18/9/2019
96756,Sabine VERHEYEN,Germany,EPP,['Budget'],Budget,Euronews,['CULT'],EP,Committee chair,5/9/2019
96756,Sabine VERHEYEN,Germany,EPP,['no specific report'],Media Freedom,Centre for Press and Media Freedom,['CULT'],EP,Committee chair,5/9/2019
96756,Sabine VERHEYEN,Germany,EPP,['no specific report'],Cultural Policy - Awards,Karlspreisstiftung zu Aachen,['CULT'],EP,Committee chair,4/9/2019
96756,Sabine VERHEYEN,Germany,EPP,['ERASMUS+'],ERASMUS+,ERASMUS NA France,['CULT'],EP,Committee chair,3/9/2019
96756,Sabine VERHEYEN,Germany,EPP,['no specific report'],General Cultural Policy,European Festivals Association,['CULT'],European Parliament,Committee chair,3/9/2019
96756,Sabine VERHEYEN,Germany,EPP,['no specific report'],general exchange,ZDF,['CULT'],European Parliament Strasbourg,Committee chair,17/7/2019
96756,Sabine VERHEYEN,Germany,EPP,['no specific report'],general exchange,EBU,['CULT'],EP Strasbourg,Committee chair,17/7/2019
96756,Sabine VERHEYEN,Germany,EPP,['no specific report'],TV Series about European parliament,Cineteve,['CULT'],EP Strasbourg,Committee chair,17/7/2019
23768,Bogusław LIBERADZKI,Poland,S&D,['2017/0237(COD) Rail passengers’ rights and obligations. Recast'],Rail Passenger Rights- PKP approach,PKP (Polskie Koleje Państwowe),['TRAN'],European Parliament Brussels,Rapporteur,14/11/2019
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],Soziale Aspekte GAP,EFFAT,['AGRI'],Videoconference,Shadow rapporteur,4/6/2020
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],GAP und Umwelt,FACE,['AGRI'],Videoconference,Shadow rapporteur,3/6/2020
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],GAP,FREIE BAUERN Deutschland,['AGRI'],Videoconference,Shadow rapporteur,28/5/2020
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],GAP Gemeinwohlprämie,Deutscher Verband für Landschaftspflege,['AGRI'],Videoconference,Shadow rapporteur,26/5/2020
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],GAP,Deutsches Kompostnetzwerk,['AGRI'],Videoconference,Shadow rapporteur,5/5/2020
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],GAP,Friday's for Future,['AGRI'],Videoconference,Shadow rapporteur,4/5/2020
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],GAP,EWSA,['AGRI'],via phone,Shadow rapporteur,23/4/2020
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],GAP,BUND,['AGRI'],via phone,Shadow rapporteur,8/4/2020
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],GAP,Euronatur/European Economic and Social Committee,['AGRI'],Brussels,Shadow rapporteur,5/3/2020
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],GAP,Arbeitsgemeinschaft ökologische Landwirtschaft,['AGRI'],Brussels,Shadow rapporteur,4/3/2020
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],GAP,Bauernverband,['AGRI'],Kronach,Shadow rapporteur,1/3/2020
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],Wald und GAP,Paper excellence,['AGRI'],Brussels,Shadow rapporteur,6/2/2020
124836,Maria NOICHL,Germany,S&D,['European Gender Equality Strategy'],European Gender Equality Strategy,European Women's Lobby,['FEMM'],Brussels,Rapporteur,28/1/2020
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],GAP Gespräch Hamburger Agrarwirtschaft inkl. Besichtigungen,"Landwirtschaftskammer Hamburg, Bauernverband Hamburg",['AGRI'],Hamburg,Shadow rapporteur,20/1/2020
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],GAP Reform,BundJugend,['AGRI'],Berlin,Shadow rapporteur,18/1/2020
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],GAP Reform,BÖLW,['AGRI'],Berlin,Shadow rapporteur,17/1/2020
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],GAP Reform,Neuland,['AGRI'],Berlin,Shadow rapporteur,17/1/2020
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],GAP Reform und Tierschutz,Deutscher Tierschutzbund,['AGRI'],Berlin,Shadow rapporteur,17/1/2020
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],GAP und Schafhaltung,Vereinigung deutscher Landesschafzuchtverbände,['AGRI'],Berlin,Shadow rapporteur,17/1/2020
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],GAP Reform,Deutscher Waldbesitzerverband,['AGRI'],Berlin,Shadow rapporteur,16/1/2020
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],Climate Change and wood-working industries,Club de Bois,['AGRI'],Brussels,Shadow rapporteur,8/1/2020
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],Gemeinwohlprämie,Deutscher Verband für Landschaftspflege,['AGRI'],Berlin,Shadow rapporteur,22/11/2019
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plan'],Landwirtschaftspolitik in der EU/Aktuelle GAP-Verhandlungen,NABU Hessen,['AGRI'],Frankfurt,Shadow rapporteur,15/11/2019
124836,Maria NOICHL,Germany,S&D,['EU Strategy for gender equality'],Global health and SRHR,Deutsche Stiftung Weltbevölkerung,['FEMM'],Brussels,Rapporteur,6/11/2019
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plans'],Herausforderungen der EU-Agrarpolitik,"Deutscher Naturschutzring, BUND, Greenpeace, Dt. Verband Landschaftspflege",['AGRI'],Brussels,Shadow rapporteur,6/11/2019
124836,Maria NOICHL,Germany,S&D,['EU Strategy on gender equality'],Priorities in the work for gender equality for the upcoming term,Make mothers matter,['FEMM'],Brussels,Rapporteur,6/11/2019
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plans'],GAP Reform,Greenpeace,['AGRI'],Straßburg,Shadow rapporteur,23/10/2019
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plans'],Organic farming,IFOAM,['AGRI'],Brussels,Shadow rapporteur,16/10/2019
124836,Maria NOICHL,Germany,S&D,['CAP STrategic Plans'],Animal welfare,Provieh,['AGRI'],Brussels,Shadow rapporteur,9/10/2019
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plans'],The future of the CAP,UBA,['AGRI'],Brussels,Shadow rapporteur,9/10/2019
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plans'],The future of the CAP,Euronatur,['AGRI'],Brussels,Shadow rapporteur,11/9/2019
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plans'],The future of the CAP and its impact on developing countries,"Brot fü, r die Welt",['AGRI'],Brussels,Shadow rapporteur,11/9/2019
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plans'],Future of the CAP,DBV,['AGRI'],Brussels,Shadow rapporteur,10/7/2019
124836,Maria NOICHL,Germany,S&D,['CAP Strategic Plans'],Future of the CAP,DBV,['AGRI'],Brussels,Shadow rapporteur,9/7/2019
1854,Constanze KREHL,Germany,S&D,,Austausch mit neuer Europaministerin,"Sächsische Staatministerin der Justiz und für Europa, Demokratie und Gleichstellung",,Justizministerium Dresden,Member,22/6/2020
1854,Constanze KREHL,Germany,S&D,['CPR'],Meeting polish minister for regional development,polish minister for regional development,['REGI'],Video conference,Rapporteur,7/5/2020
1854,Constanze KREHL,Germany,S&D,['CPR'],Gespräch mit Amt für Wohnungsbau und Stadterneuerung Leipzig,Leiter des Amtes für Wohnungsbau und Stadterneuerung,['REGI'],Büro Leipzig,Rapporteur,21/2/2020
1854,Constanze KREHL,Germany,S&D,['CPR'],Austausch mit dem Deutschen Städtetag,RepräsentantInnen des Deutschen Städtetag,['REGI'],Büro Brüssel,Rapporteur,5/2/2020
1854,Constanze KREHL,Germany,S&D,['CPR'],Gespräch mit der Handwerkskammer Dresden,Handwerkskammer Dresden,['REGI'],Büro Brüssel,Rapporteur,5/2/2020
1854,Constanze KREHL,Germany,S&D,['CPR'],Gespräch mit Städte- und Landkreistag Sachsen,RepräsentantInnen des Städte- und Landkreistags Sachsen,['REGI'],Europabüro sächsischer Kommunen,Rapporteur,5/2/2020
1854,Constanze KREHL,Germany,S&D,['CPR'],"Büro Brüssel: Austausch mit der Leiterin der Abteilung Arbeit des Sächsischen Staatsministeriums für Wirtschaft, Arbeit und Verkehr","Leiterin der Abteilung Arbeit des Sächsischen Staatsministeriums für Wirtschaft, Arbeit und Verkehr",['REGI'],Büro Brüssel,Rapporteur,4/2/2020
1854,Constanze KREHL,Germany,S&D,['CPR'],Gespräch mit der Vertretung Sachsens bei der EU,MitarbeiterInnen der Vertretung Sachsens bei der EU,['REGI'],Büro Brüssel,Rapporteur,4/2/2020
1854,Constanze KREHL,Germany,S&D,['CPR'],Austausch mit Bundeswirtschaftsministerium und der zuständigen Staatssekretärin,VertreterInnen BMI und Staatssekretärin,['REGI'],Büro Brüssel,Rapporteur,29/1/2020
1854,Constanze KREHL,Germany,S&D,['CPR'],Gespräch mit Vertretern von Ontras,Ontras,['REGI'],Büro Leipzig,Rapporteur,17/1/2020
1854,Constanze KREHL,Germany,S&D,['CPR'],Exchange with Assembly of European Regions,Assembly of European Regions,['REGI'],Office Strasbourg,Rapporteur,22/10/2019
1854,Constanze KREHL,Germany,S&D,['CPR'],Austausch mit Bundeswirtschaftsministerium,Bundeswirtschaftsministerium,['REGI'],Büro Brüssel,Rapporteur,25/9/2019
1854,Constanze KREHL,Germany,S&D,['CPR'],Austausch mit Dachverband der Förderbanken,Dachverband der Förderbanken,['REGI'],Office Strasbourg,Rapporteur,18/9/2019
125128,Iskra MIHAYLOVA,Bulgaria,RE,['INI report on maximising the energy efficiency potential of the EU building stock'],Discussion on INI report on maximising the energy efficiency potential of the EU building stock,FIEC,['ITRE'],phone call,Shadow rapporteur,26/6/2020
125128,Iskra MIHAYLOVA,Bulgaria,RE,['INI report on maximising the energy efficiency potential of the EU building stock'],Discussion on INI report on maximising the energy efficiency potential of the EU building stock,The European LPG Association / General manager,['ITRE'],Phone call,Shadow rapporteur,22/6/2020
125128,Iskra MIHAYLOVA,Bulgaria,RE,['INI report on maximising the energy efficiency potential of the EU building stock'],Discussion on INI report on maximising the energy efficiency potential of the EU building stock,eurogas / policy advisor,['ITRE'],phone call,Shadow rapporteur,17/6/2020
125128,Iskra MIHAYLOVA,Bulgaria,RE,['INI report on maximising the energy efficiency potential of the EU building stock'],Discussion on INI report on maximising the energy efficiency potential of the EU building stock,European Alliance to Save Energy,['ITRE'],email exchange,Shadow rapporteur,6/5/2020
125128,Iskra MIHAYLOVA,Bulgaria,RE,['INI report on maximising the energy efficiency potential of the EU building stock'],Discussion on INI report on maximising the energy efficiency potential of the EU building stock,"EDF (Electricité de France) group /, Policy Advisor, EU Institutional Affairs",['ITRE'],Phone call,Shadow rapporteur,23/4/2020
125128,Iskra MIHAYLOVA,Bulgaria,RE,,Issues concerning the European construction sector,"CECE aisbl, Public Affairs Manager",,European Parliament,Member,19/2/2020
125128,Iskra MIHAYLOVA,Bulgaria,RE,,Different topics concerning the european energy policy,Primagas SHV Energy,,European Parliament,Member,13/2/2020
124818,Klaus BUCHNER,Germany,Greens / EFA,,Videogespräch mit Eliant (Assistentin Marie-Sophie),Dr. Michaela Glöckler,,Brussels,Member,4/6/2020
124818,Klaus BUCHNER,Germany,Greens / EFA,,Telefonat NABU (Assistent Marie-Sophie),André Prescher,,Brussels,Member,29/5/2020
124818,Klaus BUCHNER,Germany,Greens / EFA,,Videogespräch zu ÖDP - Siegel (Assistentin Marie-Sophie),BEUC,,Brussels,Member,27/5/2020
124818,Klaus BUCHNER,Germany,Greens / EFA,,Telefonat NABU (Assistent Marie-Sophie),Raphael Weyland,,Brussels,Member,24/4/2020
124818,Klaus BUCHNER,Germany,Greens / EFA,['EIT Regulation/SIA'],Videogespräch mit KIC InnoEnergy (Assistent Florian Sangkuhl),"Diego Pavia, Timothée Fetchner, Joëlle Vanderauwera",['ITRE'],Brussels,Shadow rapporteur,17/4/2020
124818,Klaus BUCHNER,Germany,Greens / EFA,['EIT Regulation/SIA'],Videogespräch Climate KIC (Assistent Florian Sangkuhl),"Cristine Roehrer, Helene Spence-Jackson",['ITRE'],Brussels,Shadow rapporteur,20/3/2020
124818,Klaus BUCHNER,Germany,Greens / EFA,,Dinner CO2 Neutral Heavy Industry Sector,Eurometaux,,Straßburg,Member,14/1/2020
124818,Klaus BUCHNER,Germany,Greens / EFA,,Telefonat zu 5G,Mobilfunk Fachwirt,,Straßburg,Member,14/1/2020
124818,Klaus BUCHNER,Germany,Greens / EFA,,Decarbonisation of Aviation (Assistant Marie-Sophie Wenzel),EasyJet,,Brussels,Member,13/1/2020
124818,Klaus BUCHNER,Germany,Greens / EFA,['EIT Regulation/SIA'],Innovation in KIC InnoEnergy,KIC InnoEnergy,['ITRE'],Brussels,Shadow rapporteur,8/1/2020
124818,Klaus BUCHNER,Germany,Greens / EFA,['EIT Regulation/SIA'],Innovation in Climate-KIC (Assistant Juliane Frost),Climate-KIC,['ITRE'],Brussels,Shadow rapporteur,7/1/2020
124818,Klaus BUCHNER,Germany,Greens / EFA,['EIT Regulation/SIA'],Innovation in KIC RawMaterials,KIC RawMaterials,['ITRE'],Brussels,Shadow rapporteur,7/1/2020
124818,Klaus BUCHNER,Germany,Greens / EFA,,Exchange on 5G,"Ondes.Brussels, Inter-Environment Brussels",,Brussels,Member,10/12/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,,Medical Cannabis (Assistant Marie-Sophie Wenzel),Hague,,Brussels,Member,9/12/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,,Organoid Technology (Assistant Marie-Sophie Wenzel),Altertox,,Brussels,Member,4/12/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,['EIT Regulation and Strategic Innovation Agenda of the EIT'],European Institute of Innovation & Technology,European Institute of Innovation & Technology,['ITRE'],Brussels,Shadow rapporteur,3/12/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,,Animal Welfare in EU Policy,GAIA (Animal Welfare and Trade),,Brussels,Member,13/11/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,,European-Isreael/Palestina Trade Relations (Assistentin Juliane Frost),Coordination européenne des comités et associations pour la Palestine (ECCP),,Brussels,Member,13/11/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,[''],Treffen Iranischer Botschafter,Iranischer Botschafter,['AFET'],Brüssel,Member,4/11/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,,Treffen Koreanische Delegation (Höflichkeitsbesuch),Mr. Dong-young CHUNG und weitere Entsandte,,Brüssel,Member,4/11/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,['EIT Regulation/SIA'],Treffen KIC InnoEnergy (Assistentin Juliane Frost),"Guillaume Gillet, Timothée Fetchner, Joëlle Vanderauwera",['ITRE'],Brüssel,Shadow rapporteur,23/10/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,[''],Treffen E.DSO for Smart Grids (Assistentin Juliane Frost),Julian Lasinger,['ITRE'],Brüssel,Member,21/10/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,[''],Treffen Indische Botschaft,Indischer Botschafter,['AFET'],Brüssel,Member,16/10/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,[''],Urbane Transportsysteme (BOSCH),Guido Klamt,['ITRE'],Brüssel,Member,7/10/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,[''],Gesellschaft gegen Amalgram in der Zahnmedizin,Florian Schulze,['ENVI'],Brüssel,Member,2/10/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,[''],Iranischer Botschafter - Schwierige Lage bezüglich der Medikamentenversorgung der Bevölkerung,Ambassadeur Seadat,['AFET'],Brüssel,Member,2/10/2019
124818,Klaus BUCHNER,Germany,Greens / EFA,[''],Abendessen vor Kongress über die Gefahren von 5G Kongress,"Prof. Martin Pall, Dott. Marc Arazi, Dott. Maurizio Martucci",['ENVI'],Brüssel Restaurant,Member,30/9/2019
